treat,age,educ,black,hisp,married,nodegree,re74,re75,re78,prop_score
1,38.0,11.0,1,0,0,1,0.0,0.0,0.0,0.46859312730804736
1,23.0,8.0,0,1,0,1,0.0,0.0,3881.284,0.07003624193812992
1,26.0,11.0,1,0,0,1,0.0,0.0,17230.96,0.47989833844056057
1,21.0,12.0,0,0,0,0,0.0,0.0,8048.603,0.00512051303853124
1,25.0,8.0,1,0,0,1,0.0,0.0,0.0,0.45501255576383604
1,31.0,11.0,1,0,1,1,0.0,0.0,14509.93,0.25175689429216874
1,17.0,10.0,1,0,0,1,0.0,0.0,0.0,0.47975321219419226
1,25.0,11.0,1,0,0,1,0.0,0.0,0.0,0.4808415299928146
1,21.0,12.0,1,0,0,0,0.0,0.0,9983.784,0.25683196049215223
1,44.0,11.0,1,0,0,1,0.0,0.0,0.0,0.46295186153957424
1,25.0,12.0,0,0,0,0,0.0,0.0,5587.503,0.005044089113598127
1,18.0,9.0,1,0,0,1,0.0,0.0,4482.845,0.4701857043993449
1,42.0,12.0,1,0,0,0,0.0,0.0,2456.153,0.24198075371017402
1,25.0,10.0,1,0,0,1,0.0,0.0,0.0,0.47221360955022385
1,31.0,9.0,0,1,0,1,0.0,0.0,26817.6,0.07032074953610545
1,24.0,10.0,1,0,0,1,0.0,0.0,0.0,0.47315543780186514
1,26.0,10.0,1,0,0,1,0.0,0.0,9265.788,0.471271979049121
1,25.0,11.0,1,0,0,1,0.0,0.0,485.2298,0.4808415299928146
1,18.0,11.0,1,0,0,1,0.0,0.0,4814.627,0.4874473189979508
1,19.0,11.0,1,0,0,1,0.0,0.0,7458.105,0.4865033124140548
1,43.0,9.0,1,0,0,1,0.0,0.0,0.0,0.44673695231346444
1,27.0,13.0,1,0,0,0,0.0,0.0,34099.28,0.25911317686007995
1,17.0,9.0,1,0,0,1,0.0,0.0,1953.268,0.4711270984469974
1,30.0,11.0,1,0,0,1,0.0,0.0,0.0,0.4761270719009102
1,26.0,10.0,1,0,1,1,2027.999,0.0,0.0,0.23789123205828344
1,20.0,9.0,1,0,0,1,6083.994,0.0,8881.665,0.42435919849141407
1,17.0,9.0,0,1,0,1,445.1704,74.34345,6210.67,0.07191518046828813
1,20.0,12.0,1,0,0,0,989.2678,165.2077,0.0,0.24552190876382093
1,18.0,11.0,1,0,0,1,858.2543,214.5636,929.8839,0.4698468145356847
1,27.0,12.0,1,0,1,0,3670.872,334.0493,0.0,0.09507401133756703
1,21.0,12.0,0,0,0,0,3670.872,334.0494,12558.02,0.004288708368117945
1,27.0,12.0,1,0,0,0,2143.413,357.9499,22163.25,0.22729269772023852
1,20.0,12.0,1,0,0,0,0.0,377.5686,1652.637,0.24256382502027155
1,19.0,10.0,1,0,0,1,0.0,385.2741,8124.715,0.45755907778551785
1,23.0,12.0,1,0,0,0,5506.308,501.0741,671.3318,0.20796850736739905
1,29.0,14.0,1,0,0,0,0.0,679.6734,17814.98,0.2373113281544404
1,18.0,10.0,1,0,0,1,0.0,798.9079,9737.154,0.4368430276239254
1,19.0,9.0,1,0,0,1,0.0,798.9079,17685.18,0.4274281944643216
1,27.0,13.0,0,0,1,0,9381.566,853.7225,0.0,0.001226272514024442
1,18.0,11.0,0,0,0,1,3678.231,919.5579,4321.705,0.01035995205316616
1,27.0,9.0,1,0,1,1,0.0,934.4454,1773.423,0.20731235203489526
1,22.0,12.0,1,0,0,0,5605.852,936.1773,0.0,0.19333506576412424
1,23.0,10.0,1,0,1,1,0.0,936.4386,11233.26,0.21552773976005388
1,23.0,12.0,0,1,0,0,9385.74,1117.439,559.4432,0.018084432464986113
1,20.0,11.0,1,0,0,1,3637.498,1220.836,1085.44,0.39587312836563426
1,17.0,9.0,1,0,0,1,1716.509,1253.439,5445.2,0.3938278508954067
1,28.0,11.0,1,0,0,1,0.0,1284.079,60307.93,0.41097892076434295
1,26.0,11.0,1,0,1,1,0.0,1392.853,1460.36,0.20337741533916578
1,20.0,11.0,1,0,0,1,16318.62,1484.994,6943.342,0.2995311778981793
1,24.0,11.0,1,0,1,1,824.3886,1666.113,4032.708,0.19158603889468348
1,31.0,9.0,1,0,0,1,0.0,1698.607,10363.27,0.3709338623747323
1,23.0,8.0,0,0,1,1,0.0,1713.15,4232.309,0.0032287053646982465
1,18.0,10.0,1,0,0,1,2143.411,1784.274,11141.39,0.37160575171896587
1,29.0,12.0,1,0,0,0,10881.94,1817.284,0.0,0.14235920102676505
1,26.0,11.0,0,0,0,1,0.0,2226.266,13385.86,0.008503441878042377
1,24.0,9.0,1,0,0,1,9154.7,2288.675,4849.559,0.2901872818484539
1,25.0,12.0,1,0,0,0,14426.79,2409.274,0.0,0.11818228758473844
1,24.0,10.0,1,0,0,1,4250.402,2421.947,1660.508,0.3219851216710846
1,46.0,8.0,1,0,0,1,3165.658,2594.723,0.0,0.28867460002935186
1,31.0,12.0,0,0,0,0,0.0,2611.218,2484.549,0.0028428626216323535
1,19.0,11.0,1,0,0,1,2305.026,2615.276,4146.603,0.3373286122335779
1,19.0,8.0,1,0,0,1,0.0,2657.057,9970.681,0.3273011861468826
1,27.0,11.0,1,0,0,1,2206.94,2666.274,0.0,0.32885225731768436
1,26.0,11.0,1,0,1,1,0.0,2754.646,26372.28,0.16061127346197965
1,20.0,10.0,1,0,0,1,5005.731,2777.355,5615.189,0.30430054036137516
1,28.0,10.0,1,0,0,1,0.0,2836.506,3196.571,0.3266785329691661
1,24.0,12.0,1,0,0,0,13765.75,2842.764,6167.681,0.1112101960884383
1,19.0,8.0,1,0,0,1,2636.353,2937.264,7535.942,0.2979953718248118
1,23.0,12.0,1,0,0,0,6269.341,3039.96,8484.239,0.130430336888948
1,42.0,9.0,1,0,1,1,0.0,3058.531,1294.409,0.136146492288112
1,25.0,13.0,1,0,0,0,12362.93,3090.732,0.0,0.11313538436956368
1,18.0,9.0,1,0,0,1,0.0,3287.375,5010.342,0.30671464845987967
1,21.0,12.0,1,0,0,0,6473.683,3332.409,9371.037,0.1237371173844417
1,27.0,10.0,1,0,0,1,1001.146,3550.075,0.0,0.289080709731545
1,21.0,8.0,1,0,0,1,989.2678,3695.897,4279.613,0.2735092293044573
1,22.0,9.0,1,0,0,1,2192.877,3836.986,3462.564,0.266752787029292
1,31.0,4.0,1,0,0,1,8517.589,4023.211,7382.549,0.19115318041141613
1,24.0,10.0,1,0,1,1,11703.2,4078.152,0.0,0.09085158231346123
1,29.0,10.0,1,0,0,1,0.0,4398.95,0.0,0.25771413158534473
1,29.0,12.0,1,0,0,0,9748.387,4878.937,10976.51,0.0823374267452662
1,19.0,10.0,0,0,0,1,0.0,5324.109,13829.62,0.004395042392045839
1,19.0,11.0,0,1,1,1,5424.485,5463.803,6788.463,0.008385501765255078
1,31.0,9.0,1,0,0,1,10717.03,5517.841,9558.501,0.16105227271821612
1,22.0,10.0,1,0,1,1,1468.348,5588.664,13228.28,0.08978754787626275
1,21.0,9.0,1,0,0,1,6416.47,5749.331,743.6666,0.17713670497271228
1,17.0,10.0,1,0,0,1,1291.468,5793.852,5522.788,0.20657519681381264
1,26.0,12.0,1,0,1,0,8408.762,5794.831,1424.944,0.028076222663982225
1,20.0,9.0,0,1,0,1,12260.78,5875.049,1358.643,0.01562859857608133
1,19.0,10.0,1,0,0,1,4121.949,6056.754,0.0,0.18366519030648354
1,26.0,10.0,1,0,0,1,25929.68,6788.958,672.8773,0.09021171285319776
1,28.0,11.0,1,0,0,1,1929.029,6871.856,0.0,0.16803854771890653
1,22.0,12.0,0,1,1,0,492.2305,7055.702,10092.83,0.0025276257132667112
1,33.0,11.0,1,0,0,1,0.0,7867.916,6281.433,0.14517122510160294
1,22.0,12.0,0,0,0,0,6759.994,8455.504,12590.71,0.0007016470348619393
1,29.0,10.0,0,1,0,1,0.0,8853.674,5112.014,0.011956458742045884
1,33.0,12.0,1,0,1,0,20279.95,10941.35,15952.6,0.006640992795061347
1,25.0,14.0,1,0,1,0,35040.07,11536.57,36646.95,0.004209564866230534
1,35.0,9.0,1,0,1,1,13602.43,13830.64,12803.97,0.010985392545075192
1,35.0,8.0,1,0,1,1,13732.07,17976.15,3786.628,0.004423615892568938
1,33.0,11.0,1,0,1,1,14660.71,25142.24,4181.942,0.0010586805182459338
0,45.0,11.0,0,0,1,1,21516.67,25243.55,25564.67,1.2081028589515527e-05
0,21.0,14.0,0,0,0,0,3175.971,5852.565,13496.08,0.0014533872272572497
0,38.0,12.0,0,0,1,0,23039.02,25130.76,25564.67,4.466069166437466e-06
0,48.0,6.0,0,0,1,1,24994.37,25243.55,25564.67,9.076078796128392e-06
0,18.0,8.0,0,0,1,1,1669.295,10727.61,9860.869,0.0004658190096757355
0,22.0,11.0,0,0,1,1,16365.76,18449.27,25564.67,6.457871138345092e-05
0,48.0,10.0,0,0,1,1,16804.63,16354.6,18059.3,8.698669929031874e-05
0,18.0,11.0,0,0,0,1,1144.212,3620.032,15739.27,0.0063236055236115165
0,48.0,9.0,0,0,1,1,25862.32,25243.55,25564.67,9.816077616994694e-06
0,45.0,12.0,0,0,1,0,25862.32,0.0,3924.842,0.0008191631383533052
0,34.0,14.0,0,0,1,0,25862.32,23746.84,25564.67,5.997103984975555e-06
0,16.0,10.0,0,0,0,1,1026.656,1224.581,6847.785,0.010216708637988525
0,53.0,10.0,0,0,1,1,25862.32,25243.55,25564.67,9.971362921295807e-06
0,19.0,12.0,0,0,0,0,867.9552,4386.29,8777.696,0.0019931889803267207
0,27.0,12.0,0,0,1,0,25862.32,19047.24,19214.88,1.55446017618838e-05
0,32.0,10.0,0,0,1,1,20427.32,23374.45,9179.637,1.879929885576861e-05
0,27.0,12.0,0,0,1,0,20983.75,14822.08,25564.67,4.386354325294401e-05
0,46.0,7.0,0,0,1,1,19171.43,1317.677,0.0,0.0017772176047762176
0,24.0,13.0,0,0,0,0,20830.92,25243.55,23903.71,1.3661874060157563e-05
0,22.0,13.0,0,0,0,0,11036.55,10351.65,6556.673,0.00042909862898824304
0,49.0,10.0,0,0,1,1,391.8534,0.0,0.0,0.00445086789182986
0,17.0,10.0,0,0,0,1,0.0,0.0,4755.324,0.013547698761848725
0,29.0,14.0,0,0,1,0,21499.03,22586.71,20923.13,8.876897713363796e-06
0,28.0,16.0,0,0,1,0,16500.95,0.0,10267.24,0.0013184083439442044
0,46.0,12.0,0,0,1,0,24814.11,24967.84,19339.01,4.2582611559357835e-06
0,26.0,17.0,1,0,1,0,0.0,0.0,4753.846,0.1302930361626551
0,49.0,12.0,0,0,0,0,25862.32,25243.55,25564.67,1.0364618762068956e-05
0,51.0,10.0,0,0,1,1,25862.32,25243.55,25564.67,1.0047003031611268e-05
0,51.0,10.0,0,0,1,1,22923.42,21725.56,10348.52,2.30618356428962e-05
0,27.0,11.0,0,0,1,1,17022.11,18123.44,18490.79,6.660564968996295e-05
0,23.0,13.0,0,0,0,0,19098.93,21014.81,0.0,3.532142759549795e-05
0,27.0,10.0,0,0,1,1,7952.664,9755.468,13105.96,0.0004932513713067909
0,38.0,10.0,0,0,1,1,25862.32,25243.55,25564.67,1.0552845802434995e-05
0,32.0,8.0,0,0,0,1,7186.591,6149.758,8414.175,0.002661483617978783
0,34.0,14.0,0,0,1,0,25862.32,25243.55,25564.67,4.368148929200002e-06
0,26.0,18.0,0,0,1,0,20971.99,21883.11,25564.67,1.2152648848142272e-05
0,21.0,13.0,0,0,0,0,8638.407,8176.403,6753.21,0.0007321081541063615
0,39.0,8.0,0,1,0,1,13499.35,16383.24,16461.87,0.0014852390266745356
0,17.0,8.0,1,0,0,1,0.0,451.1613,0.0,0.4388709219819884
0,22.0,11.0,0,1,1,1,17466.86,17779.69,14438.87,0.0004329896116082434
0,21.0,12.0,0,1,0,0,0.0,0.0,0.0,0.030010079613504125
0,44.0,9.0,0,1,1,1,15390.04,14886.53,12634.56,0.0007288749181944561
0,26.0,10.0,0,1,1,1,17125.95,17446.69,13518.24,0.0004465195906225486
0,54.0,4.0,0,1,1,1,13350.44,13180.35,13741.38,0.0008992425368565037
0,42.0,12.0,0,1,1,0,21663.61,22013.81,19941.92,5.326210225088013e-05
0,25.0,12.0,0,0,0,0,8105.487,11869.84,6170.986,0.00032379455029935087
0,20.0,13.0,0,0,0,0,317.4012,214.8387,0.0,0.005037592165821876
0,44.0,11.0,0,0,1,1,25862.32,25243.55,25564.67,1.0679357445335809e-05
0,33.0,12.0,0,0,1,0,25862.32,25243.55,25564.67,4.091618656305113e-06
0,40.0,12.0,0,0,1,0,25862.32,14494.45,25564.67,3.8809074877207544e-05
0,25.0,16.0,0,0,1,0,21048.4,22916.13,23574.17,9.126360854549172e-06
0,33.0,12.0,0,0,0,0,12694.09,13046.08,11264.71,0.00021415569534086982
0,52.0,13.0,1,0,0,0,19827.78,19668.48,18437.59,0.002759560177164658
0,54.0,14.0,0,0,1,0,24686.76,25243.55,25564.67,4.191887141693447e-06
0,27.0,15.0,0,0,0,0,19200.81,19303.26,18207.07,5.340946245427081e-05
0,51.0,10.0,0,0,1,1,7488.318,7888.161,6148.82,0.0006779983245403106
0,42.0,12.0,0,0,1,0,6502.807,15241.02,15468.84,5.7929262530173064e-05
0,50.0,10.0,0,0,1,1,25862.32,25243.55,25564.67,1.008503798300487e-05
0,47.0,10.0,0,0,1,1,15282.28,13964.52,9043.687,0.00015142829589514048
0,28.0,12.0,0,0,1,0,24224.37,11019.44,20055.71,8.89178319788545e-05
0,33.0,12.0,0,0,1,0,25862.32,25243.55,25564.67,4.091618656305113e-06
0,33.0,13.0,0,0,1,0,21146.37,18732.15,22254.56,1.930344956921149e-05
0,55.0,16.0,0,0,1,0,25862.32,24627.68,25564.67,4.926263319131936e-06
0,38.0,12.0,0,0,1,0,25862.32,25243.55,25564.67,4.015041848309291e-06
0,39.0,16.0,0,0,1,0,25862.32,25243.55,25564.67,4.593414745613213e-06
0,27.0,17.0,0,0,1,0,25862.32,25243.55,25564.67,4.97564590131564e-06
0,16.0,9.0,0,0,0,1,378.1385,467.2742,4306.095,0.011789143044364452
0,35.0,12.0,0,0,1,0,6645.833,3331.79,0.0,0.0007370636004815721
0,35.0,12.0,0,0,1,0,22421.85,21093.58,23590.43,1.0813451937120273e-05
0,45.0,12.0,0,0,1,0,25862.32,25243.55,0.0,3.910236017286789e-06
0,51.0,11.0,0,0,1,1,18270.16,21637.84,20267.02,2.786688889200438e-05
0,27.0,16.0,0,0,0,0,11316.73,1761.677,5532.608,0.0028495851230466063
0,28.0,14.0,0,0,1,0,0.0,0.0,18719.84,0.0019921223050617535
0,35.0,18.0,0,0,1,0,25862.32,25243.55,25564.67,4.9973871854567754e-06
0,39.0,10.0,0,0,1,1,18534.66,0.0,21496.49,0.0027236392124367647
0,33.0,12.0,0,0,0,0,25862.32,25243.55,25564.67,1.1010559666030689e-05
0,52.0,16.0,0,0,1,0,25862.32,25241.76,12429.16,4.374889555513846e-06
0,22.0,13.0,0,0,0,0,5023.56,6819.339,13943.83,0.0010801962217107306
0,25.0,12.0,0,0,1,0,20070.73,11117.9,19003.56,9.945208829305998e-05
0,28.0,16.0,0,0,1,0,25013.96,22710.24,0.0,8.39338625182837e-06
0,27.0,16.0,0,0,1,0,16888.88,16200.63,17295.31,4.2406050492295654e-05
0,30.0,13.0,0,0,0,0,8362.151,7990.21,8590.025,0.0007420515682470435
0,28.0,15.0,0,0,0,0,9672.9,8085.097,14348.73,0.0007557490305995354
0,24.0,12.0,0,0,1,0,19083.26,18270.24,22261.95,2.2597846800907868e-05
0,29.0,11.0,1,0,0,1,14743.48,14954.56,13714.78,0.024369667347721346
0,49.0,7.0,1,0,0,1,16444.13,16028.76,15965.36,0.015054900004763365
0,22.0,12.0,0,0,1,0,13352.4,14358.39,17051.49,6.164263472549687e-05
0,30.0,16.0,0,0,1,0,25862.32,25243.55,25564.67,4.752310236358699e-06
0,45.0,12.0,0,0,1,0,24185.19,25243.55,0.0,4.106828366038096e-06
0,44.0,12.0,0,0,1,0,24669.13,24418.21,25564.67,4.840635441002004e-06
0,21.0,12.0,0,0,0,0,11465.63,1953.242,25564.67,0.0024278167500900753
0,26.0,13.0,0,0,1,0,11661.56,4142.806,18650.39,0.0005742084286267753
0,25.0,16.0,0,0,1,0,18822.68,20112.48,20986.67,1.763614087037419e-05
0,45.0,8.0,0,0,1,1,16883.0,15316.21,17010.11,0.00010205303614355551
0,19.0,9.0,0,0,0,1,3311.161,10525.31,1693.475,0.0012850139632611056
0,55.0,9.0,0,0,1,1,12609.84,12349.65,12201.59,0.00021601657082102679
0,22.0,12.0,0,0,1,0,12423.71,13035.34,17482.98,8.381898954910913e-05
0,37.0,18.0,0,0,1,0,0.0,16735.94,25564.67,6.40253732098594e-05
0,38.0,12.0,0,0,1,0,25862.32,25243.55,25298.68,4.015041848309291e-06
0,29.0,13.0,0,0,1,0,17962.56,11590.55,2639.22,9.75852206317236e-05
0,43.0,8.0,0,0,1,1,21044.48,25243.55,1301.877,1.1125491320549811e-05
0,51.0,10.0,0,0,1,1,25862.32,19817.08,4.43318,3.170093946193559e-05
0,25.0,14.0,0,0,1,0,11769.32,11624.56,13903.93,0.00012203961963717496
0,52.0,12.0,0,0,1,0,20776.07,20808.92,10394.33,1.130188706232405e-05
0,26.0,14.0,0,0,1,0,22886.2,24523.84,25564.67,5.720278028806785e-06
0,37.0,18.0,0,0,1,0,25862.32,25243.55,25564.67,4.959763546723338e-06
0,36.0,12.0,0,0,1,0,25862.32,25243.55,25564.67,4.045499071999639e-06
0,27.0,14.0,0,0,1,0,6395.047,18513.73,21258.57,3.2958073885507235e-05
0,21.0,11.0,0,0,1,1,20817.21,25243.55,25564.67,1.3501209250122536e-05
0,44.0,12.0,0,0,1,0,22686.35,0.0,19081.88,0.0009022313808982292
0,49.0,17.0,0,0,1,0,25862.32,25243.55,25564.67,4.5787524744181195e-06
0,32.0,0.0,0,0,0,1,4559.214,3976.306,7246.771,0.0034503405518088795
0,23.0,12.0,0,0,1,0,16593.03,17622.15,22872.25,2.7985903573685526e-05
0,46.0,12.0,0,0,1,0,18636.55,18214.74,20485.72,2.1317855394836932e-05
0,17.0,10.0,0,0,0,1,0.0,1536.097,19808.92,0.009822799743822046
0,26.0,12.0,0,0,1,0,19067.58,24849.68,22545.67,5.5707511992352335e-06
0,27.0,12.0,0,0,1,0,19637.73,8178.194,25564.67,0.00018627055601916635
0,30.0,15.0,0,0,1,0,23871.71,25243.55,25564.67,4.865961323418951e-06
0,23.0,12.0,0,0,0,0,23826.64,24942.77,25523.29,1.2934156777401381e-05
0,22.0,12.0,0,0,1,0,13540.49,21766.74,25564.67,1.2770406721448699e-05
0,30.0,18.0,0,0,1,0,23127.19,23580.34,25564.67,7.845971833673443e-06
0,32.0,14.0,0,0,1,0,20145.18,15941.03,25564.67,3.7298606532383286e-05
0,27.0,14.0,0,0,0,0,15576.17,24706.45,25564.67,1.827046148161869e-05
0,18.0,12.0,0,0,0,0,4729.67,3328.21,12602.05,0.0022353067920383943
0,33.0,18.0,0,0,0,0,0.0,0.0,25564.67,0.006016724206760885
0,22.0,11.0,0,0,0,1,5325.287,1061.661,0.0,0.009445061906539081
0,23.0,16.0,0,0,0,0,2358.957,0.0,3270.209,0.005445176964812611
0,51.0,10.0,0,0,1,1,19030.36,17532.63,0.0,6.279580028522875e-05
0,21.0,15.0,0,0,0,0,2470.635,5116.742,10890.84,0.0017942551185292847
0,18.0,12.0,0,0,0,0,9065.527,9338.323,7972.335,0.0005524249703634422
0,53.0,10.0,0,0,1,1,0.0,0.0,0.0,0.00443470940489713
0,21.0,12.0,0,0,0,0,4055.682,1867.306,0.0,0.0030687704023038024
0,32.0,16.0,0,0,1,0,22525.69,22712.03,25564.67,8.888232912417333e-06
0,41.0,12.0,0,0,1,0,25862.32,24745.84,25564.67,4.4110167984509035e-06
0,48.0,12.0,0,0,0,0,25862.32,25243.55,25564.67,1.0403856099203555e-05
0,25.0,18.0,0,0,0,0,2351.12,211.2581,25564.67,0.005538648137206135
0,23.0,16.0,0,0,0,0,913.0183,8675.903,14265.97,0.0009088170011272387
0,30.0,12.0,0,0,1,0,0.0,0.0,0.0,0.0018452466980010437
0,22.0,12.0,0,0,1,0,1806.444,7114.742,0.0,0.000400458635654778
0,44.0,10.0,0,0,1,1,5940.497,2739.194,2167.825,0.0021639891355502722
0,17.0,11.0,0,0,0,1,2447.124,3267.339,7942.78,0.006582303793799668
0,23.0,12.0,0,0,0,0,331.1161,0.0,594.0461,0.005033423379097577
0,47.0,8.0,0,0,1,1,25168.74,22651.16,24401.7,1.681796392583221e-05
0,54.0,12.0,0,0,1,0,0.0,0.0,0.0,0.0016855413228499749
0,49.0,8.0,0,0,1,1,11408.81,3709.548,19136.56,0.0013760993152530068
0,36.0,18.0,0,0,1,0,23742.4,25243.55,25564.67,5.297000740265006e-06
0,33.0,14.0,0,0,1,0,24951.26,23277.77,25564.67,6.827990895629647e-06
0,43.0,15.0,0,0,1,0,19386.95,25207.74,22579.66,5.3222576903852716e-06
0,37.0,10.0,0,0,0,1,17235.67,18397.35,0.0,0.00015633440429540518
