treat,age,educ,black,hisp,married,nodegree,re74,re75,re78,pool,u74,u75,employed78,age2,age3,educ2,re74_2,re75_2,educ_re74
1.0,24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,cps,1,1,0,576.0,13824.0,100.0,0.0,0.0,0.0
1.0,21.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,1254.582,cps,1,1,1,441.0,9261.0,144.0,0.0,0.0,0.0
1.0,19.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,13188.83,cps,1,1,1,361.0,6859.0,81.0,0.0,0.0,0.0
1.0,17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,8061.485,cps,1,1,1,289.0,4913.0,64.0,0.0,0.0,0.0
1.0,18.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,2787.96,cps,1,1,1,324.0,5832.0,64.0,0.0,0.0,0.0
1.0,20.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,3972.54,cps,1,1,1,400.0,8000.0,121.0,0.0,0.0,0.0
1.0,25.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,cps,1,1,0,625.0,15625.0,121.0,0.0,0.0,0.0
1.0,17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,cps,1,1,0,289.0,4913.0,64.0,0.0,0.0,0.0
1.0,17.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,cps,1,1,0,289.0,4913.0,81.0,0.0,0.0,0.0
1.0,25.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,12187.41,cps,1,1,1,625.0,15625.0,25.0,0.0,0.0,0.0
1.0,23.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,4843.176,cps,1,1,1,529.0,12167.0,144.0,0.0,0.0,0.0
1.0,28.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,cps,1,1,0,784.0,21952.0,64.0,0.0,0.0,0.0
1.0,31.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,8087.487,cps,1,1,1,961.0,29791.0,121.0,0.0,0.0,0.0
1.0,18.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,cps,1,1,0,324.0,5832.0,121.0,0.0,0.0,0.0
1.0,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,2348.973,cps,1,1,1,625.0,15625.0,144.0,0.0,0.0,0.0
1.0,30.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,590.7818,cps,1,1,1,900.0,27000.0,121.0,0.0,0.0,0.0
1.0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,cps,1,1,0,289.0,4913.0,100.0,0.0,0.0,0.0
1.0,37.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1067.506,cps,1,1,1,1369.0,50653.0,81.0,0.0,0.0,0.0
1.0,41.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,7284.986,cps,1,1,1,1681.0,68921.0,16.0,0.0,0.0,0.0
1.0,42.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,13167.52,cps,1,1,1,1764.0,74088.0,196.0,0.0,0.0,0.0
1.0,22.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,1048.432,cps,1,1,1,484.0,10648.0,121.0,0.0,0.0,0.0
1.0,17.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,cps,1,1,0,289.0,4913.0,64.0,0.0,0.0,0.0
1.0,29.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1923.938,cps,1,1,1,841.0,24389.0,64.0,0.0,0.0,0.0
1.0,35.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,4666.236,cps,1,1,1,1225.0,42875.0,100.0,0.0,0.0,0.0
1.0,27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,549.2984,cps,1,1,1,729.0,19683.0,121.0,0.0,0.0,0.0
1.0,29.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,762.9146,cps,1,1,1,841.0,24389.0,16.0,0.0,0.0,0.0
1.0,28.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,10694.29,cps,1,1,1,784.0,21952.0,81.0,0.0,0.0,0.0
1.0,27.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,cps,1,1,0,729.0,19683.0,121.0,0.0,0.0,0.0
1.0,23.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,cps,1,1,0,529.0,12167.0,49.0,0.0,0.0,0.0
1.0,45.0,5.0,1.0,0.0,1.0,1.0,0.0,0.0,8546.715,cps,1,1,1,2025.0,91125.0,25.0,0.0,0.0,0.0
1.0,29.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,7479.656,cps,1,1,1,841.0,24389.0,169.0,0.0,0.0,0.0
1.0,27.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,cps,1,1,0,729.0,19683.0,81.0,0.0,0.0,0.0
1.0,46.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,647.2046,cps,1,1,1,2116.0,97336.0,169.0,0.0,0.0,0.0
1.0,18.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,cps,1,1,0,324.0,5832.0,36.0,0.0,0.0,0.0
1.0,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,11965.81,cps,1,1,1,625.0,15625.0,144.0,0.0,0.0,0.0
1.0,28.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,9598.541,cps,1,1,1,784.0,21952.0,225.0,0.0,0.0,0.0
1.0,25.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,18783.35,cps,1,1,1,625.0,15625.0,121.0,0.0,0.0,0.0
1.0,22.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,18678.08,cps,1,1,1,484.0,10648.0,144.0,0.0,0.0,0.0
1.0,21.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,cps,1,1,0,441.0,9261.0,81.0,0.0,0.0,0.0
1.0,40.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,23005.6,cps,1,1,1,1600.0,64000.0,121.0,0.0,0.0,0.0
1.0,22.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,6456.697,cps,1,1,1,484.0,10648.0,121.0,0.0,0.0,0.0
1.0,25.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cps,1,1,0,625.0,15625.0,144.0,0.0,0.0,0.0
1.0,18.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,2321.107,cps,1,1,1,324.0,5832.0,144.0,0.0,0.0,0.0
1.0,38.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,4941.849,cps,1,1,1,1444.0,54872.0,144.0,0.0,0.0,0.0
1.0,27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,cps,1,1,0,729.0,19683.0,169.0,0.0,0.0,0.0
1.0,27.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,cps,1,1,0,729.0,19683.0,64.0,0.0,0.0,0.0
1.0,38.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,cps,1,1,0,1444.0,54872.0,121.0,0.0,0.0,0.0
1.0,23.0,8.0,0.0,1.0,0.0,1.0,0.0,0.0,3881.284,cps,1,1,1,529.0,12167.0,64.0,0.0,0.0,0.0
1.0,26.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,17230.96,cps,1,1,1,676.0,17576.0,121.0,0.0,0.0,0.0
1.0,21.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8048.603,cps,1,1,1,441.0,9261.0,144.0,0.0,0.0,0.0
1.0,25.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,cps,1,1,0,625.0,15625.0,64.0,0.0,0.0,0.0
1.0,31.0,11.0,1.0,0.0,1.0,1.0,0.0,0.0,14509.93,cps,1,1,1,961.0,29791.0,121.0,0.0,0.0,0.0
1.0,17.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,cps,1,1,0,289.0,4913.0,100.0,0.0,0.0,0.0
1.0,25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,cps,1,1,0,625.0,15625.0,121.0,0.0,0.0,0.0
1.0,21.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,9983.784,cps,1,1,1,441.0,9261.0,144.0,0.0,0.0,0.0
1.0,44.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,cps,1,1,0,1936.0,85184.0,121.0,0.0,0.0,0.0
1.0,25.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,5587.503,cps,1,1,1,625.0,15625.0,144.0,0.0,0.0,0.0
1.0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,4482.845,cps,1,1,1,324.0,5832.0,81.0,0.0,0.0,0.0
1.0,42.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,2456.153,cps,1,1,1,1764.0,74088.0,144.0,0.0,0.0,0.0
1.0,25.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,cps,1,1,0,625.0,15625.0,100.0,0.0,0.0,0.0
1.0,31.0,9.0,0.0,1.0,0.0,1.0,0.0,0.0,26817.6,cps,1,1,1,961.0,29791.0,81.0,0.0,0.0,0.0
1.0,24.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,cps,1,1,0,576.0,13824.0,100.0,0.0,0.0,0.0
1.0,26.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,9265.788,cps,1,1,1,676.0,17576.0,100.0,0.0,0.0,0.0
1.0,25.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,485.2298,cps,1,1,1,625.0,15625.0,121.0,0.0,0.0,0.0
1.0,18.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,4814.627,cps,1,1,1,324.0,5832.0,121.0,0.0,0.0,0.0
1.0,19.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,7458.105,cps,1,1,1,361.0,6859.0,121.0,0.0,0.0,0.0
1.0,43.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,cps,1,1,0,1849.0,79507.0,81.0,0.0,0.0,0.0
1.0,27.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,34099.28,cps,1,1,1,729.0,19683.0,169.0,0.0,0.0,0.0
1.0,17.0,9.0,1.0,0.0,0.0,1.0,0.0,0.0,1953.268,cps,1,1,1,289.0,4913.0,81.0,0.0,0.0,0.0
1.0,30.0,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,cps,1,1,0,900.0,27000.0,121.0,0.0,0.0,0.0
1.0,26.0,10.0,1.0,0.0,1.0,1.0,2027.999,0.0,0.0,cps,0,1,0,676.0,17576.0,100.0,4112779.944001,0.0,20279.99
1.0,20.0,9.0,1.0,0.0,0.0,1.0,6083.994,0.0,8881.665,cps,0,1,1,400.0,8000.0,81.0,37014982.992036,0.0,54755.945999999996
1.0,17.0,9.0,0.0,1.0,0.0,1.0,445.1704,74.34345,6210.67,cps,0,0,1,289.0,4913.0,81.0,198176.68503615996,5526.9485579025,4006.5335999999998
1.0,20.0,12.0,1.0,0.0,0.0,0.0,989.2678,165.2077,0.0,cps,0,0,0,400.0,8000.0,144.0,978650.7801168399,27293.584139289997,11871.2136
1.0,18.0,11.0,1.0,0.0,0.0,1.0,858.2543,214.5636,929.8839,cps,0,0,1,324.0,5832.0,121.0,736600.4434684899,46037.53844496,9440.7973
1.0,27.0,12.0,1.0,0.0,1.0,0.0,3670.872,334.0493,0.0,cps,0,0,0,729.0,19683.0,144.0,13475301.240384,111588.93483049,44050.464
1.0,21.0,12.0,0.0,0.0,0.0,0.0,3670.872,334.0494,12558.02,cps,0,0,1,441.0,9261.0,144.0,13475301.240384,111589.00164035999,44050.464
1.0,27.0,12.0,1.0,0.0,0.0,0.0,2143.413,357.9499,22163.25,cps,0,0,1,729.0,19683.0,144.0,4594219.288569,128128.13091001,25720.956
1.0,20.0,12.0,1.0,0.0,0.0,0.0,0.0,377.5686,1652.637,cps,1,0,1,400.0,8000.0,144.0,0.0,142558.04770596,0.0
1.0,19.0,10.0,1.0,0.0,0.0,1.0,0.0,385.2741,8124.715,cps,1,0,1,361.0,6859.0,100.0,0.0,148436.13213080997,0.0
1.0,23.0,12.0,1.0,0.0,0.0,0.0,5506.308,501.0741,671.3318,cps,0,0,1,529.0,12167.0,144.0,30319427.790864,251075.25369081,66075.696
1.0,29.0,14.0,1.0,0.0,0.0,0.0,0.0,679.6734,17814.98,cps,1,0,1,841.0,24389.0,196.0,0.0,461955.93066756,0.0
1.0,18.0,10.0,1.0,0.0,0.0,1.0,0.0,798.9079,9737.154,cps,1,0,1,324.0,5832.0,100.0,0.0,638253.83268241,0.0
1.0,19.0,9.0,1.0,0.0,0.0,1.0,0.0,798.9079,17685.18,cps,1,0,1,361.0,6859.0,81.0,0.0,638253.83268241,0.0
1.0,27.0,13.0,0.0,0.0,1.0,0.0,9381.566,853.7225,0.0,cps,0,0,0,729.0,19683.0,169.0,88013780.612356,728842.10700625,121960.35800000001
1.0,18.0,11.0,0.0,0.0,0.0,1.0,3678.231,919.5579,4321.705,cps,0,0,1,324.0,5832.0,121.0,13529383.289361002,845586.73145241,40460.541000000005
1.0,27.0,9.0,1.0,0.0,1.0,1.0,0.0,934.4454,1773.423,cps,1,0,1,729.0,19683.0,81.0,0.0,873188.2055811599,0.0
1.0,22.0,12.0,1.0,0.0,0.0,0.0,5605.852,936.1773,0.0,cps,0,0,0,484.0,10648.0,144.0,31425576.645903997,876427.93703529,67270.224
1.0,23.0,10.0,1.0,0.0,1.0,1.0,0.0,936.4386,11233.26,cps,1,0,1,529.0,12167.0,100.0,0.0,876917.2515699599,0.0
1.0,23.0,12.0,0.0,1.0,0.0,0.0,9385.74,1117.439,559.4432,cps,0,0,1,529.0,12167.0,144.0,88092115.3476,1248669.9187210002,112628.88
1.0,20.0,11.0,1.0,0.0,0.0,1.0,3637.498,1220.836,1085.44,cps,0,0,1,400.0,8000.0,121.0,13231391.700004,1490440.538896,40012.478
1.0,17.0,9.0,1.0,0.0,0.0,1.0,1716.509,1253.439,5445.2,cps,0,0,1,289.0,4913.0,81.0,2946403.1470810003,1571109.3267210003,15448.581
1.0,28.0,11.0,1.0,0.0,0.0,1.0,0.0,1284.079,60307.93,cps,1,0,1,784.0,21952.0,121.0,0.0,1648858.8782409998,0.0
1.0,26.0,11.0,1.0,0.0,1.0,1.0,0.0,1392.853,1460.36,cps,1,0,1,676.0,17576.0,121.0,0.0,1940039.4796090003,0.0
1.0,20.0,11.0,1.0,0.0,0.0,1.0,16318.62,1484.994,6943.342,cps,0,0,1,400.0,8000.0,121.0,266297358.70440003,2205207.180036,179504.82
1.0,24.0,11.0,1.0,0.0,1.0,1.0,824.3886,1666.113,4032.708,cps,0,0,1,576.0,13824.0,121.0,679616.56380996,2775932.528769,9068.2746
1.0,31.0,9.0,1.0,0.0,0.0,1.0,0.0,1698.607,10363.27,cps,1,0,1,961.0,29791.0,81.0,0.0,2885265.7404489997,0.0
1.0,23.0,8.0,0.0,0.0,1.0,1.0,0.0,1713.15,4232.309,cps,1,0,1,529.0,12167.0,64.0,0.0,2934882.9225000003,0.0
1.0,18.0,10.0,1.0,0.0,0.0,1.0,2143.411,1784.274,11141.39,cps,0,0,1,324.0,5832.0,100.0,4594210.714921,3183633.7070759996,21434.11
1.0,29.0,12.0,1.0,0.0,0.0,0.0,10881.94,1817.284,0.0,cps,0,0,0,841.0,24389.0,144.0,118416618.16360001,3302521.1366560003,130583.28
1.0,26.0,11.0,0.0,0.0,0.0,1.0,0.0,2226.266,13385.86,cps,1,0,1,676.0,17576.0,121.0,0.0,4956260.302756,0.0
1.0,24.0,9.0,1.0,0.0,0.0,1.0,9154.7,2288.675,4849.559,cps,0,0,1,576.0,13824.0,81.0,83808532.09000002,5238033.255625001,82392.3
1.0,25.0,12.0,1.0,0.0,0.0,0.0,14426.79,2409.274,0.0,cps,0,0,0,625.0,15625.0,144.0,208132269.7041,5804601.207075999,173121.48
1.0,24.0,10.0,1.0,0.0,0.0,1.0,4250.402,2421.947,1660.508,cps,0,0,1,576.0,13824.0,100.0,18065917.161604002,5865827.270809,42504.020000000004
1.0,46.0,8.0,1.0,0.0,0.0,1.0,3165.658,2594.723,0.0,cps,0,0,0,2116.0,97336.0,64.0,10021390.572964,6732587.446729,25325.264
1.0,31.0,12.0,0.0,0.0,0.0,0.0,0.0,2611.218,2484.549,cps,1,0,1,961.0,29791.0,144.0,0.0,6818459.443523999,0.0
1.0,19.0,11.0,1.0,0.0,0.0,1.0,2305.026,2615.276,4146.603,cps,0,0,1,361.0,6859.0,121.0,5313144.860675999,6839668.556175999,25355.286
1.0,19.0,8.0,1.0,0.0,0.0,1.0,0.0,2657.057,9970.681,cps,1,0,1,361.0,6859.0,64.0,0.0,7059951.901248999,0.0
1.0,27.0,11.0,1.0,0.0,0.0,1.0,2206.94,2666.274,0.0,cps,0,0,0,729.0,19683.0,121.0,4870584.163600001,7109017.043075999,24276.34
1.0,26.0,11.0,1.0,0.0,1.0,1.0,0.0,2754.646,26372.28,cps,1,0,1,676.0,17576.0,121.0,0.0,7588074.585316001,0.0
1.0,20.0,10.0,1.0,0.0,0.0,1.0,5005.731,2777.355,5615.189,cps,0,0,1,400.0,8000.0,100.0,25057342.844360996,7713700.7960250005,50057.31
1.0,28.0,10.0,1.0,0.0,0.0,1.0,0.0,2836.506,3196.571,cps,1,0,1,784.0,21952.0,100.0,0.0,8045766.288035999,0.0
1.0,24.0,12.0,1.0,0.0,0.0,0.0,13765.75,2842.764,6167.681,cps,0,0,1,576.0,13824.0,144.0,189495873.0625,8081307.159696001,165189.0
1.0,19.0,8.0,1.0,0.0,0.0,1.0,2636.353,2937.264,7535.942,cps,0,0,1,361.0,6859.0,64.0,6950357.140609001,8627519.805696001,21090.824
1.0,23.0,12.0,1.0,0.0,0.0,0.0,6269.341,3039.96,8484.239,cps,0,0,1,529.0,12167.0,144.0,39304636.57428101,9241356.8016,75232.092
1.0,42.0,9.0,1.0,0.0,1.0,1.0,0.0,3058.531,1294.409,cps,1,0,1,1764.0,74088.0,81.0,0.0,9354611.877961,0.0
1.0,25.0,13.0,1.0,0.0,0.0,0.0,12362.93,3090.732,0.0,cps,0,0,0,625.0,15625.0,169.0,152842038.18490002,9552624.295824,160718.09
1.0,18.0,9.0,1.0,0.0,0.0,1.0,0.0,3287.375,5010.342,cps,1,0,1,324.0,5832.0,81.0,0.0,10806834.390625,0.0
1.0,21.0,12.0,1.0,0.0,0.0,0.0,6473.683,3332.409,9371.037,cps,0,0,1,441.0,9261.0,144.0,41908571.584489,11104949.743281001,77684.196
1.0,27.0,10.0,1.0,0.0,0.0,1.0,1001.146,3550.075,0.0,cps,0,0,0,729.0,19683.0,100.0,1002293.3133159999,12603032.505624998,10011.46
1.0,21.0,8.0,1.0,0.0,0.0,1.0,989.2678,3695.897,4279.613,cps,0,0,1,441.0,9261.0,64.0,978650.7801168399,13659654.634608999,7914.1424
1.0,22.0,9.0,1.0,0.0,0.0,1.0,2192.877,3836.986,3462.564,cps,0,0,1,484.0,10648.0,81.0,4808709.537129,14722461.564196,19735.893
1.0,31.0,4.0,1.0,0.0,0.0,1.0,8517.589,4023.211,7382.549,cps,0,0,1,961.0,29791.0,16.0,72549322.372921,16186226.750520999,34070.356
1.0,24.0,10.0,1.0,0.0,1.0,1.0,11703.2,4078.152,0.0,cps,0,0,0,576.0,13824.0,100.0,136964890.24,16631323.735104,117032.0
1.0,29.0,10.0,1.0,0.0,0.0,1.0,0.0,4398.95,0.0,cps,1,0,0,841.0,24389.0,100.0,0.0,19350761.1025,0.0
1.0,29.0,12.0,1.0,0.0,0.0,0.0,9748.387,4878.937,10976.51,cps,0,0,1,841.0,24389.0,144.0,95031049.10176902,23804026.249968998,116980.644
1.0,19.0,10.0,0.0,0.0,0.0,1.0,0.0,5324.109,13829.62,cps,1,0,1,361.0,6859.0,100.0,0.0,28346136.643881004,0.0
1.0,19.0,11.0,0.0,1.0,1.0,1.0,5424.485,5463.803,6788.463,cps,0,0,1,361.0,6859.0,121.0,29425037.515224997,29853143.222808998,59669.335
1.0,31.0,9.0,1.0,0.0,0.0,1.0,10717.03,5517.841,9558.501,cps,0,0,1,961.0,29791.0,81.0,114854732.02090001,30446569.301281005,96453.27
1.0,22.0,10.0,1.0,0.0,1.0,1.0,1468.348,5588.664,13228.28,cps,0,0,1,484.0,10648.0,100.0,2156045.849104,31233165.304895997,14683.48
1.0,21.0,9.0,1.0,0.0,0.0,1.0,6416.47,5749.331,743.6666,cps,0,0,1,441.0,9261.0,81.0,41171087.260900006,33054806.947561003,57748.23
1.0,17.0,10.0,1.0,0.0,0.0,1.0,1291.468,5793.852,5522.788,cps,0,0,1,289.0,4913.0,100.0,1667889.5950240002,33568720.997903995,12914.68
1.0,26.0,12.0,1.0,0.0,1.0,0.0,8408.762,5794.831,1424.944,cps,0,0,1,676.0,17576.0,144.0,70707278.372644,33580066.318561,100905.144
1.0,20.0,9.0,0.0,1.0,0.0,1.0,12260.78,5875.049,1358.643,cps,0,0,1,400.0,8000.0,81.0,150326726.2084,34516200.752401,110347.02
1.0,19.0,10.0,1.0,0.0,0.0,1.0,4121.949,6056.754,0.0,cps,0,0,0,361.0,6859.0,100.0,16990463.558600996,36684269.016516,41219.49
1.0,26.0,10.0,1.0,0.0,0.0,1.0,25929.68,6788.958,672.8773,cps,0,0,1,676.0,17576.0,100.0,672348304.9024,46089950.72576399,259296.8
1.0,28.0,11.0,1.0,0.0,0.0,1.0,1929.029,6871.856,0.0,cps,0,0,0,784.0,21952.0,121.0,3721152.882841,47222404.884735994,21219.319
1.0,22.0,12.0,0.0,1.0,1.0,0.0,492.2305,7055.702,10092.83,cps,0,0,1,484.0,10648.0,144.0,242290.86513025,49782930.712804005,5906.766
