pair_id,treated,control,ps_t,ps_c,dist
33,71,1616,0.24557079367882728,0.24540498794851107,0.0008951653435074203
34,106,4747,0.25911317686007995,0.25962575402727145,0.002668326109059427
35,17,11262,0.47409745714067053,0.47503966089783367,0.003778591498397571
36,154,5406,0.136146492288112,0.13490878929604422,0.01056428405833909
37,139,8898,0.008503441878042377,0.008524263499891709,0.0024666185151716036
38,53,8246,0.25395771050232674,0.25384038733530295,0.0006193342762823573
39,91,8253,0.47975321219419226,0.47975321219419226,0.0
40,175,13669,0.16803854771890653,0.16753072457981172,0.003636845436583158
41,41,6823,0.012995849196087601,0.012989878326825407,0.00046559937881074376
42,68,7219,0.205919921584665,0.2063251521835954,0.0024764148081342086
43,42,5739,0.4625181952213816,0.4625181952213816,0.0
44,163,2779,0.25771413158534473,0.25755384005130855,0.0008380874978319852
45,118,4179,0.45755907778551785,0.45745208895182987,0.00043106899164516155
46,119,14654,0.20796850736739905,0.20675477201174894,0.00738450686420844
47,65,7704,0.46078452279657206,0.4596991329290589,0.004369186938756597
48,130,7775,0.3938278508954067,0.39361290813446753,0.0009004549011636387
49,36,9715,0.4294233955889717,0.4294403913245542,6.93646466042308e-05
50,98,9643,0.47221360955022385,0.4720686979269286,0.0005814515912411639
51,99,5809,0.07032074953610545,0.07037479460474474,0.0008263903371448222
52,168,8255,0.08978754787626275,0.0889148988383593,0.010724853025945613
53,87,9819,0.47989833844056057,0.47975321219419226,0.0005814515912410667
54,137,5678,0.37160575171896587,0.3740434422148195,0.01042524244885279
55,159,8539,0.2735092293044573,0.27350106654632306,4.108079902731543e-05
56,152,1240,0.2979953718248118,0.29634245679574955,0.007914018033798209
57,143,8791,0.28867460002935186,0.28642125133201,0.01099927842833992
58,28,12362,0.47975321219419226,0.47881018655431484,0.0037785914983974184
59,110,3698,0.42435919849141407,0.4248450747783781,0.0019887276964494216
60,35,5500,0.25489507961829866,0.25539217891812666,0.0026156883159131894
61,82,6562,0.004803463460640465,0.004804076518618522,0.00012823619471280523
62,94,3453,0.46295186153957424,0.46282318115196797,0.0005175730414243018
63,122,11430,0.4274281944643216,0.4290220681343037,0.006509641765809537
64,92,11452,0.4808415299928146,0.4806963821360467,0.0005814515912427459
65,117,12501,0.24256382502027155,0.2426168706685643,0.00028869908690132284
66,131,9415,0.41097892076434295,0.4111545817656405,0.0007255994335206295
67,178,15622,0.0007016470348619393,0.0007012503820555944,0.0005658735115323665
68,16,1320,0.25911317686007995,0.25838844779985526,0.0037785914983978763
69,167,15823,0.16105227271821612,0.1621364846691762,0.008002674175872748
70,109,9335,0.23789123205828344,0.2385114782945733,0.003418061767584968
71,129,13576,0.39587312836563426,0.3954568302736094,0.0017410012275468345
72,111,3675,0.07191518046828813,0.07177868497509556,0.0020468715850956443
73,64,7703,0.4172902438428357,0.4165627921851079,0.0029924121997988995
74,30,12109,0.47975321219419226,0.47881018655431484,0.0037785914983974184
75,170,3313,0.20657519681381264,0.20647200718431566,0.0006296980613316183
76,124,13454,0.01035995205316616,0.010355873888661642,0.00039784539149589904
77,80,1981,0.25395771050232674,0.25539217891812666,0.007557182996795753
78,181,637,0.004209564866230534,0.004211089540596869,0.0003636584115538355
79,44,7776,0.4855594021109151,0.4865033124140548,0.003778591498397328
80,1,14089,0.07257675135821577,0.07254265445926374,0.0005066796152686237
81,138,7337,0.14235920102676505,0.14211529139919973,0.0019991644255570318
82,2,1843,0.25039485825070074,0.25039485825070074,0.0
83,158,12079,0.289080709731545,0.2850279609902269,0.019803165442989323
84,153,11092,0.130430336888948,0.13045279941567997,0.0001980358542217342
85,11,5792,0.26348922571957717,0.26348922571957717,0.0
86,90,12648,0.25175689429216874,0.25175689429216874,0.0
87,48,1159,0.4294233955889717,0.4322943524449762,0.011707737230342186
88,37,8876,0.1130479963906367,0.11312440849377937,0.0007618529201049995
89,52,7777,0.4874473189979508,0.4874473189979508,0.0
90,151,4010,0.1112101960884383,0.11124992621944059,0.0004018911736247688
91,15,14149,0.4778673119138592,0.4778673119138592,0.0
92,88,15225,0.00512051303853124,0.00512051303853124,0.0
93,165,766,0.004395042392045839,0.0043912212531218835,0.0008736364303993938
94,23,5491,0.481784858113898,0.481784858113898,0.0
95,112,3787,0.24552190876382093,0.2461635960017923,0.0034610213301178305
96,100,1848,0.47315543780186514,0.4720686979269286,0.004360043089640067
97,38,15354,0.22275047936493564,0.2225867692545395,0.0009458239203108398
98,50,3606,0.4522030171343563,0.4500509700578052,0.008691240815753981
99,55,1476,0.47975321219419226,0.47881018655431484,0.0037785914983974184
100,20,14662,0.482728316097749,0.48247075333211203,0.0010315003404491874
101,9,13820,0.0018244854555537213,0.0018244854555537213,0.0
102,34,6230,0.25395771050232674,0.25611140628671053,0.011335774495193185
103,74,8245,0.27186438117178297,0.2719037492613552,0.0001988657764420143
104,27,12943,0.0736403404225389,0.07376032789574283,0.0017575797177951102
105,176,5861,0.0025276257132667112,0.002524990927418565,0.0010455807018967533
106,57,4706,0.20275375922539132,0.20299852466256857,0.0015135380707167467
107,60,4131,0.4625181952213816,0.4625181952213816,0.0
108,25,11188,0.25318315025810123,0.25154348131799903,0.008690415247528671
109,43,1561,0.02772886297563435,0.02775440189782301,0.0009468668061902719
110,132,10106,0.20337741533916578,0.2034050415223282,0.0001705075381268628
111,8,5511,0.28334615008686115,0.2778893748795052,0.02703159208002659
112,40,7717,0.25683196049215223,0.25755384005130855,0.0037785914983980984
113,123,5455,0.001226272514024442,0.0012263529562079002,6.567733464368786e-05
114,164,3645,0.0823374267452662,0.08253748343277452,0.0026448010931705568
115,47,11730,0.4711270984469974,0.4711270984469974,0.0
116,83,8985,0.25911317686007995,0.257958124113153,0.006025480190880339
117,22,3628,0.012106439368839962,0.012108204685300725,0.00014759264345087786
118,19,11506,0.2532424722997787,0.25110475827325635,0.011335774495192075
119,160,5312,0.266752787029292,0.2666601731118694,0.0004735489118756764
120,6,3314,0.25539217891812666,0.2603320854437643,0.025814091233369973
121,161,2764,0.19115318041141613,0.19114183636043747,7.337197351375835e-05
122,18,12656,0.2433696396533339,0.243443822628737,0.0004028183014723741
123,108,1072,0.4761270719009102,0.4720686979269286,0.01627726917607522
124,133,8228,0.2995311778981793,0.31171027985927297,0.057395656817608054
125,4,11507,0.44752730107180566,0.4498625509874753,0.0094404141876335
126,89,2778,0.45501255576383604,0.4554799487696981,0.0018846713828132577
127,155,14652,0.11313538436956368,0.11316465101777448,0.000291654177603462
128,81,4400,0.2590015691760453,0.2626726160533196,0.019040833100700594
129,79,11530,0.4836718972346045,0.484413688017256,0.002970188903727522
130,85,2769,0.46859312730804736,0.468303559198991,0.001162903182484104
131,3,9569,0.478955290159308,0.4806963821360467,0.006975731405554228
132,150,1511,0.3266785329691661,0.33186628553911757,0.02349007913298784
133,66,2761,0.478955290159308,0.4720686979269286,0.02761304367126742
134,136,3578,0.0032287053646982465,0.003228817834061717,3.4946425448545426e-05
135,107,5817,0.4711270984469974,0.47141686449148346,0.001162903182483882
136,171,11140,0.028076222663982225,0.028020699726452877,0.0020366618172005246
137,134,2548,0.19158603889468348,0.1889268074701103,0.017261363341603442
138,67,9147,0.011957864710998191,0.011939980630254315,0.0015148113675138575
139,140,11395,0.2901872818484539,0.2773127774114442,0.06335584456334342
140,24,2768,0.47881018655431484,0.4865033124140548,0.030810183578423786
141,180,10233,0.006640992795061347,0.006634274967484018,0.0010188444714849254
142,21,14141,0.005088041564475553,0.005088041564475553,0.0
143,145,3286,0.3373286122335779,0.33852362405794756,0.0053412674763777535
144,128,7246,0.018084432464986113,0.01812217098331363,0.0021230558061118288
145,62,9555,0.46280729983979046,0.4625181952213816,0.0011629031824825498
146,45,1700,0.2560516426321263,0.2501548670433334,0.031194034455740205
147,86,8544,0.07003624193812992,0.070168474969692,0.00202848732809624
148,63,13628,0.478955290159308,0.47061220786892194,0.033458212267140144
149,125,11418,0.20731235203489526,0.2063778981165382,0.00569580612051146
150,26,15757,0.4808415299928146,0.48839141513719714,0.030228731987181186
151,51,424,0.25175689429216874,0.25008918141503444,0.008872694888231614
152,101,14605,0.471271979049121,0.4703305529563095,0.003778591498397446
153,49,14157,0.25539217891812666,0.24962752858176396,0.03054244573944742
154,162,6155,0.09085158231346123,0.09128402890457794,0.005224405310964464
155,96,11709,0.4701857043993449,0.4646866610523843,0.022090097399145275
156,182,4999,0.010985392545075192,0.010976515781091213,0.0008173535677258315
157,61,9657,0.4512671717789875,0.44379335767079847,0.03022873198718154
158,12,16102,0.46157898997154634,0.4622273786476894,0.0026086998057441024
159,32,741,0.2560516426321263,0.24921312949103994,0.03622087802072471
160,56,3545,0.4523470556750287,0.4591961900033463,0.02761304367126824
161,46,6276,0.4625181952213816,0.4595477603140774,0.01195438316828909
162,58,12647,0.11278599150685942,0.11229246462818308,0.004941494680882563
163,14,6275,0.45393158289467445,0.45932150476649003,0.021723373198382107
164,73,11351,0.25395771050232674,0.24915871970383008,0.025489635165546254
165,172,1499,0.01562859857608133,0.01564388761924105,0.0009933271633197904
166,177,7610,0.14517122510160294,0.14453471806447468,0.0051384911173979475
167,115,9072,0.004288708368117945,0.0042865369541819345,0.0005086185163429846
168,31,469,0.3999435198960708,0.39966075738786205,0.0011783716431205682
169,104,6204,0.4865033124140548,0.44311879929655373,0.1745141604977803
170,77,11782,0.4673628213301014,0.4425562962332754,0.100059237389887
171,76,4649,0.25611140628671053,0.24910970522795783,0.037087426181905414
172,7,2545,0.47424243209774053,0.4420721442940583,0.1296350141280076
173,184,3488,0.0010586805182459338,0.0010592917855476213,0.0005778312845778899
174,69,9617,0.2576650408158244,0.2658084235709522,0.042145958073618095
175,113,6189,0.4698468145356847,0.4416702236909505,0.1136270025167892
176,127,4421,0.21552773976005388,0.21468638292774667,0.004983283329652588
177,121,13368,0.4368430276239254,0.43593158074822913,0.0037057713238885515
178,78,1510,0.4667117413972641,0.43890769353170783,0.11224601559506917
179,120,15340,0.2373113281544404,0.23570164083135442,0.008914447597195396
180,59,1627,0.013759069691718065,0.013759069691718065,0.0
181,29,223,0.481784858113898,0.4388709219819884,0.17285279627125202
182,169,11466,0.17713670497271228,0.17793830937869243,0.005489774293019778
183,33,12071,0.25755384005130855,0.26620112540696544,0.04473872574471227
184,95,5873,0.005044089113598127,0.005044089113598127,0.0
