treat,age,educ,black,hisp,married,nodegree,re74,re75,re78,prop_score
1,28.0,8.0,1,0,0,1,0.0,0.0,0.0,0.8478740717146495
1,31.0,11.0,1,0,1,1,0.0,0.0,8087.487,0.4932979473464809
1,18.0,11.0,1,0,0,1,0.0,0.0,0.0,0.9326045203388786
1,25.0,12.0,1,0,0,0,0.0,0.0,2348.973,0.7925006018568019
1,30.0,11.0,1,0,1,1,0.0,0.0,590.7818,0.5130434029256392
1,17.0,10.0,1,0,0,1,0.0,0.0,0.0,0.9350261433962531
1,37.0,9.0,1,0,0,1,0.0,0.0,1067.506,0.7401743819589446
1,41.0,4.0,1,0,1,1,0.0,0.0,7284.986,0.25059794150837134
1,42.0,14.0,1,0,1,0,0.0,0.0,13167.52,0.17501243905724728
1,22.0,11.0,0,0,0,1,0.0,0.0,1048.432,0.5277525142623952
1,17.0,8.0,1,0,0,1,0.0,0.0,0.0,0.930018360818352
1,29.0,8.0,1,0,0,1,0.0,0.0,1923.938,0.8374026614703469
1,35.0,10.0,1,0,0,1,0.0,0.0,4666.236,0.7763766623081627
1,27.0,11.0,1,0,0,1,0.0,0.0,549.2984,0.8717415777195172
1,29.0,4.0,1,0,0,1,0.0,0.0,762.9146,0.814541165469459
1,28.0,9.0,1,0,0,1,0.0,0.0,10694.29,0.8529379901583283
1,27.0,11.0,1,0,0,1,0.0,0.0,0.0,0.8717415777195172
1,23.0,7.0,0,0,0,1,0.0,0.0,0.0,0.468265919735088
1,45.0,5.0,1,0,1,1,0.0,0.0,8546.715,0.2023618151834834
1,29.0,13.0,1,0,0,0,0.0,0.0,7479.656,0.7434337610426844
1,27.0,9.0,1,0,0,1,0.0,0.0,0.0,0.8625731027943567
1,46.0,13.0,1,0,0,0,0.0,0.0,647.2046,0.4306923957135295
1,18.0,6.0,1,0,0,1,0.0,0.0,0.0,0.9189643436040336
1,25.0,12.0,1,0,0,0,0.0,0.0,11965.81,0.7925006018568019
1,28.0,15.0,1,0,0,0,0.0,0.0,9598.541,0.7725042853567934
1,25.0,11.0,0,0,0,1,0.0,0.0,18783.35,0.4685760877165462
1,22.0,12.0,1,0,0,0,0.0,0.0,18678.08,0.8287864095935189
1,21.0,9.0,1,0,0,1,0.0,0.0,0.0,0.9097674992696191
1,40.0,11.0,1,0,0,1,0.0,0.0,23005.6,0.7087885042903105
1,22.0,11.0,1,0,0,1,0.0,0.0,6456.697,0.9098186139187395
1,25.0,12.0,1,0,0,0,0.0,0.0,0.0,0.7925006018568019
1,18.0,12.0,1,0,0,0,0.0,0.0,2321.107,0.8691008169686915
1,38.0,12.0,0,0,0,0,0.0,0.0,4941.849,0.1315672982666421
1,27.0,13.0,1,0,0,0,0.0,0.0,0.0,0.7723948114472731
1,27.0,8.0,1,0,0,1,0.0,0.0,0.0,0.8577856405279909
1,38.0,11.0,1,0,0,1,0.0,0.0,0.0,0.7402941425289882
1,23.0,8.0,0,1,0,1,0.0,0.0,3881.284,0.8722699404922125
1,26.0,11.0,1,0,0,1,0.0,0.0,17230.96,0.8803175953082412
1,21.0,12.0,0,0,0,0,0.0,0.0,8048.603,0.3671990038093105
1,25.0,8.0,1,0,0,1,0.0,0.0,0.0,0.8759918257641158
1,31.0,11.0,1,0,1,1,0.0,0.0,14509.93,0.4932979473464809
1,17.0,10.0,1,0,0,1,0.0,0.0,0.0,0.9350261433962531
1,25.0,11.0,1,0,0,1,0.0,0.0,0.0,0.8883935916034914
1,21.0,12.0,1,0,0,0,0.0,0.0,9983.784,0.8397064975322769
1,44.0,11.0,1,0,0,1,0.0,0.0,0.0,0.6395764554132962
1,25.0,12.0,0,0,0,0,0.0,0.0,5587.503,0.2972906431908881
1,18.0,9.0,1,0,0,1,0.0,0.0,4482.845,0.9274245810726645
1,42.0,12.0,1,0,0,0,0.0,0.0,2456.153,0.49928631818296826
1,25.0,10.0,1,0,0,1,0.0,0.0,0.0,0.8843850593682089
1,31.0,9.0,0,1,0,1,0.0,0.0,26817.6,0.790679596358275
1,24.0,10.0,1,0,0,1,0.0,0.0,0.0,0.8922201927816946
1,26.0,10.0,1,0,0,1,0.0,0.0,9265.788,0.8760594669904868
1,25.0,11.0,1,0,0,1,0.0,0.0,485.2298,0.8883935916034914
1,18.0,11.0,1,0,0,1,0.0,0.0,4814.627,0.9326045203388786
1,19.0,11.0,1,0,0,1,0.0,0.0,7458.105,0.927466490849803
1,43.0,9.0,1,0,0,1,0.0,0.0,0.0,0.6394328713723827
1,27.0,13.0,1,0,0,0,0.0,0.0,34099.28,0.7723948114472731
1,17.0,9.0,1,0,0,1,0.0,0.0,1953.268,0.932565363456217
1,30.0,11.0,1,0,0,1,0.0,0.0,0.0,0.8428330219269415
1,26.0,10.0,1,0,1,1,2027.999,0.0,0.0,0.526718125802802
1,20.0,9.0,1,0,0,1,6083.994,0.0,8881.665,0.8488546160822563
1,17.0,9.0,0,1,0,1,445.1704,74.34345,6210.67,0.9142707110662196
1,20.0,12.0,1,0,0,0,989.2678,165.2077,0.0,0.8297515060110918
1,18.0,11.0,1,0,0,1,858.2543,214.5636,929.8839,0.9225586750694715
1,27.0,12.0,1,0,1,0,3670.872,334.0493,0.0,0.2822680137117768
1,21.0,12.0,0,0,0,0,3670.872,334.0494,12558.02,0.2626401980956605
1,27.0,12.0,1,0,0,0,2143.413,357.9499,22163.25,0.7015166993268344
1,20.0,12.0,1,0,0,0,0.0,377.5686,1652.637,0.8370378982133113
1,19.0,10.0,1,0,0,1,0.0,385.2741,8124.715,0.9174273898104446
1,23.0,12.0,1,0,0,0,5506.308,501.0741,671.3318,0.6826543320158279
1,29.0,14.0,1,0,0,0,0.0,679.6734,17814.98,0.7162727655973169
1,18.0,10.0,1,0,0,1,0.0,798.9079,9737.154,0.9151943600611747
1,19.0,9.0,1,0,0,1,0.0,798.9079,17685.18,0.905507072431738
1,27.0,13.0,0,0,1,0,9381.566,853.7225,0.0,0.020776052639594953
1,18.0,11.0,0,0,0,1,3678.231,919.5579,4321.705,0.44651095032511784
1,27.0,9.0,1,0,1,1,0.0,934.4454,1773.423,0.4913274517758063
1,22.0,12.0,1,0,0,0,5605.852,936.1773,0.0,0.6726945997004139
1,23.0,10.0,1,0,1,1,0.0,936.4386,11233.26,0.5794644892112635
1,23.0,12.0,0,1,0,0,9385.74,1117.439,559.4432,0.49739475857095666
1,20.0,11.0,1,0,0,1,3637.498,1220.836,1085.44,0.8523594040339415
1,17.0,9.0,1,0,0,1,1716.509,1253.439,5445.2,0.8920423668409769
1,28.0,11.0,1,0,0,1,0.0,1284.079,60307.93,0.8178451657902613
1,26.0,11.0,1,0,1,1,0.0,1392.853,1460.36,0.5010250908379201
1,20.0,11.0,1,0,0,1,16318.62,1484.994,6943.342,0.574410270637359
1,24.0,11.0,1,0,1,1,824.3886,1666.113,4032.708,0.5001681951994681
1,31.0,9.0,1,0,0,1,0.0,1698.607,10363.27,0.7458997029451448
1,23.0,8.0,0,0,1,1,0.0,1713.15,4232.309,0.10318198862486427
1,18.0,10.0,1,0,0,1,2143.411,1784.274,11141.39,0.8684400597341769
1,29.0,12.0,1,0,0,0,10881.94,1817.284,0.0,0.34551119803881625
1,26.0,11.0,0,0,0,1,0.0,2226.266,13385.86,0.31286439925846216
1,24.0,9.0,1,0,0,1,9154.7,2288.675,4849.559,0.616859307402041
1,25.0,12.0,1,0,0,0,14426.79,2409.274,0.0,0.2963893476348606
1,24.0,10.0,1,0,0,1,4250.402,2421.947,1660.508,0.7343063370598759
1,46.0,8.0,1,0,0,1,3165.658,2594.723,0.0,0.32570449942412827
1,31.0,12.0,0,0,0,0,0.0,2611.218,2484.549,0.11745763484277824
1,19.0,11.0,1,0,0,1,2305.026,2615.276,4146.603,0.8338550118590692
1,19.0,8.0,1,0,0,1,0.0,2657.057,9970.681,0.8499839343917154
1,27.0,11.0,1,0,0,1,2206.94,2666.274,0.0,0.7268331211230994
1,26.0,11.0,1,0,1,1,0.0,2754.646,26372.28,0.41293453408981606
1,20.0,10.0,1,0,0,1,5005.731,2777.355,5615.189,0.7608257586311878
1,28.0,10.0,1,0,0,1,0.0,2836.506,3196.571,0.7419696383872567
1,24.0,12.0,1,0,0,0,13765.75,2842.764,6167.681,0.30434309261750636
1,19.0,8.0,1,0,0,1,2636.353,2937.264,7535.942,0.7979355439742609
1,23.0,12.0,1,0,0,0,6269.341,3039.96,8484.239,0.5047707885071965
1,42.0,9.0,1,0,1,1,0.0,3058.531,1294.409,0.14494398827018887
1,25.0,13.0,1,0,0,0,12362.93,3090.732,0.0,0.31484493071900593
1,18.0,9.0,1,0,0,1,0.0,3287.375,5010.342,0.8440301947145821
1,21.0,12.0,1,0,0,0,6473.683,3332.409,9371.037,0.5195717026143439
1,27.0,10.0,1,0,0,1,1001.146,3550.075,0.0,0.6983439136228266
1,21.0,8.0,1,0,0,1,989.2678,3695.897,4279.613,0.7679833838994439
1,22.0,9.0,1,0,0,1,2192.877,3836.986,3462.564,0.7289901103270482
1,31.0,4.0,1,0,0,1,8517.589,4023.211,7382.549,0.3408294599620417
1,24.0,10.0,1,0,1,1,11703.2,4078.152,0.0,0.13503372816970652
1,29.0,10.0,1,0,0,1,0.0,4398.95,0.0,0.6384958547080787
1,29.0,12.0,1,0,0,0,9748.387,4878.937,10976.51,0.21159350546220534
1,19.0,10.0,0,0,0,1,0.0,5324.109,13829.62,0.2528776597154756
1,19.0,11.0,0,1,1,1,5424.485,5463.803,6788.463,0.21568716326676196
1,31.0,9.0,1,0,0,1,10717.03,5517.841,9558.501,0.2513694421755177
1,22.0,10.0,1,0,1,1,1468.348,5588.664,13228.28,0.27354206925753005
1,21.0,9.0,1,0,0,1,6416.47,5749.331,743.6666,0.5268708184722614
1,17.0,10.0,1,0,0,1,1291.468,5793.852,5522.788,0.7332553648317996
1,26.0,12.0,1,0,1,0,8408.762,5794.831,1424.944,0.0573892959201316
1,20.0,9.0,0,1,0,1,12260.78,5875.049,1358.643,0.33713623422573796
1,19.0,10.0,1,0,0,1,4121.949,6056.754,0.0,0.6166869008724223
1,26.0,10.0,1,0,0,1,25929.68,6788.958,672.8773,0.06602314532605921
1,28.0,11.0,1,0,0,1,1929.029,6871.856,0.0,0.4577744801289434
1,22.0,12.0,0,1,1,0,492.2305,7055.702,10092.83,0.10526861584206547
1,33.0,11.0,1,0,0,1,0.0,7867.916,6281.433,0.35113492253010636
1,22.0,12.0,0,0,0,0,6759.994,8455.504,12590.71,0.0273501048408736
1,29.0,10.0,0,1,0,1,0.0,8853.674,5112.014,0.312735543744111
1,33.0,12.0,1,0,1,0,20279.95,10941.35,15952.6,0.0024902818502571494
1,25.0,14.0,1,0,1,0,35040.07,11536.57,36646.95,0.0008682789703457467
1,35.0,9.0,1,0,1,1,13602.43,13830.64,12803.97,0.003980457455310984
1,35.0,8.0,1,0,1,1,13732.07,17976.15,3786.628,0.001279646219067794
1,33.0,11.0,1,0,1,1,14660.71,25142.24,4181.942,0.00023470861220317835
0,47.0,12.0,0,0,0,0,0.0,0.0,0.0,0.0692589310776557
0,50.0,12.0,1,0,1,0,0.0,0.0,0.0,0.09431156881966311
0,44.0,12.0,0,0,0,0,0.0,0.0,0.0,0.08618411693738869
0,28.0,12.0,1,0,1,0,0.0,0.0,0.0,0.3718716880535087
0,54.0,12.0,0,0,1,0,0.0,0.0,0.0,0.008339558260816933
0,55.0,12.0,0,1,1,0,0.0,0.0,0.0,0.05473883540772889
0,47.0,12.0,0,0,1,0,0.0,0.0,0.0,0.014408784455418286
0,25.0,12.0,1,0,0,0,0.0,0.0,0.0,0.7925006018568019
0,44.0,12.0,0,0,1,0,0.0,0.0,0.0,0.01819192871710149
0,50.0,12.0,1,0,1,0,0.0,0.0,0.0,0.09431156881966311
0,23.0,12.0,1,0,0,0,0.0,0.0,4728.725,0.8172842611922747
0,49.0,14.0,0,0,1,0,0.0,0.0,0.0,0.013337136059149247
0,55.0,14.0,0,0,1,0,0.0,0.0,0.0,0.008344710569087406
0,34.0,14.0,1,0,1,0,0.0,0.0,0.0,0.2852536146973911
0,34.0,16.0,0,0,1,0,0.0,0.0,11821.813,0.04568477423019614
0,55.0,13.0,0,1,1,0,0.0,0.0,0.0,0.056835542820000105
0,52.0,12.0,0,0,1,0,0.0,0.0,0.0,0.009752995262481481
0,52.0,15.0,0,0,1,0,0.0,0.0,0.0,0.010976593729293261
0,30.0,16.0,0,0,1,0,0.0,0.0,0.0,0.06161540874069097
0,21.0,12.0,0,0,0,0,0.0,0.0,0.0,0.3671990038093105
0,30.0,17.0,0,0,0,0,0.0,0.0,0.0,0.25804315634662406
0,44.0,12.0,0,0,1,0,0.0,0.0,0.0,0.01819192871710149
0,46.0,12.0,0,0,0,0,0.0,0.0,0.0,0.07452767169603386
0,53.0,17.0,0,0,1,0,0.0,0.0,0.0,0.010983357194338617
0,26.0,16.0,0,0,0,0,0.0,0.0,9014.1321,0.31432156541212014
0,49.0,12.0,0,0,1,0,0.0,0.0,13299.539,0.012329015486931263
0,39.0,15.0,0,0,1,0,0.0,0.0,1921.0445,0.03006071369848893
0,26.0,17.0,0,0,1,0,0.0,0.0,11821.813,0.08568810165960943
0,32.0,16.0,0,0,1,0,0.0,0.0,0.0,0.053088845446503816
0,34.0,12.0,0,0,1,0,0.0,0.0,0.0,0.039223523003358025
0,31.0,14.0,0,0,1,0,0.0,0.0,0.0,0.053057544718317105
0,39.0,17.0,0,1,1,0,0.0,0.0,8866.3594,0.20006017377606086
0,40.0,17.0,0,0,1,0,0.0,0.0,0.0,0.03007887862996934
0,31.0,12.0,0,0,1,0,0.0,0.0,0.0,0.04919676163865538
0,27.0,13.0,0,0,1,0,0.0,0.0,28076.805,0.06877316785127897
0,48.0,12.0,0,0,1,0,0.0,0.0,0.0,0.013328942689608913
0,41.0,13.0,0,0,1,0,0.0,0.0,0.0,0.023854867879583633
0,26.0,14.0,0,0,0,0,0.0,0.0,0.0,0.29742077234473463
0,50.0,17.0,0,0,0,0,0.0,0.0,0.0,0.06685281102593718
0,48.0,12.0,0,0,1,0,0.0,0.0,12930.108,0.013328942689608913
0,45.0,16.0,0,0,1,0,0.0,0.0,0.0,0.01968191474089812
0,37.0,13.0,0,0,1,0,0.0,0.0,0.0,0.03243194392235726
0,33.0,12.0,0,0,1,0,0.0,0.0,0.0,0.04231124777462379
0,31.0,12.0,0,0,1,0,0.0,0.0,0.0,0.04919676163865538
0,36.0,12.0,1,0,1,0,0.0,0.0,17732.719,0.23936614516173185
0,44.0,13.0,0,0,1,0,0.0,0.0,0.0,0.01891676421028939
0,28.0,17.0,0,0,1,0,0.0,0.0,0.0,0.07409330329438134
0,30.0,17.0,0,0,1,0,0.0,0.0,0.0,0.06395769334033521
0,42.0,16.0,0,0,1,0,0.0,0.0,0.0,0.02481470419671127
0,30.0,12.0,0,0,1,0,0.0,0.0,0.0,0.0530262614113264
0,27.0,16.0,0,0,1,0,0.0,0.0,0.0,0.07682688768375116
0,37.0,12.0,0,0,1,0,0.0,0.0,0.0,0.031205717838313638
0,37.0,12.0,0,0,1,0,0.0,0.0,0.0,0.031205717838313638
0,45.0,12.0,0,0,1,0,0.0,0.0,22165.899,0.0168334080623801
0,35.0,16.0,0,0,1,0,0.0,0.0,0.0,0.042361751176994
0,37.0,17.0,0,0,1,0,0.0,0.0,66497.696,0.03781846266816724
0,27.0,17.0,0,0,1,0,0.0,0.0,0.0,0.07969831816733593
0,47.0,14.0,0,0,1,0,0.0,0.0,0.0,0.015584280525057913
0,48.0,12.0,0,0,1,0,0.0,0.0,0.0,0.013328942689608913
0,42.0,12.0,0,0,1,0,0.0,0.0,0.0,0.021239438293160887
0,43.0,12.0,0,0,1,0,0.0,0.0,0.0,0.019657895053709015
0,46.0,12.0,0,0,1,0,0.0,0.0,0.0,0.015574728464136616
0,46.0,12.0,0,0,1,0,0.0,0.0,0.0,0.015574728464136616
0,46.0,12.0,0,0,1,0,0.0,0.0,0.0,0.015574728464136616
0,29.0,16.0,0,0,1,0,0.0,0.0,8396.4424,0.06634413051402774
0,39.0,13.0,0,0,1,0,0.0,0.0,0.0,0.027824147705952033
0,32.0,12.0,0,0,1,0,0.0,0.0,0.0,0.045630497911863604
0,48.0,16.0,0,0,1,0,0.0,0.0,0.0,0.01559383835150807
0,48.0,16.0,0,0,1,0,0.0,0.0,0.0,0.01559383835150807
0,41.0,13.0,0,0,1,0,0.0,0.0,0.0,0.023854867879583633
0,42.0,13.0,0,0,1,0,0.0,0.0,0.0,0.022082967041858984
0,42.0,13.0,0,0,1,0,0.0,0.0,0.0,0.022082967041858984
0,42.0,13.0,0,0,1,0,0.0,0.0,0.0,0.022082967041858984
0,54.0,13.0,0,0,1,0,0.0,0.0,0.0,0.00867530656084529
0,29.0,14.0,0,0,1,0,0.0,0.0,0.0,0.061579407751379336
0,54.0,12.0,0,0,1,0,0.0,0.0,0.0,0.008339558260816933
0,54.0,12.0,0,0,1,0,0.0,0.0,0.0,0.008339558260816933
0,26.0,14.0,0,0,1,0,0.0,0.0,0.0,0.07678272609042276
0,43.0,17.0,0,0,1,0,0.0,0.0,36943.164,0.02388389084711628
0,54.0,12.0,0,0,1,0,0.0,0.0,0.0,0.008339558260816933
0,37.0,12.0,0,0,1,0,0.0,0.0,0.0,0.031205717838313638
0,54.0,16.0,0,0,1,0,0.0,0.0,0.0,0.009765032853713381
0,48.0,17.0,0,0,1,0,0.0,0.0,0.0,0.016216865901937758
0,44.0,12.0,0,0,1,0,0.0,0.0,0.0,0.01819192871710149
0,54.0,12.0,0,0,1,0,0.0,0.0,0.0,0.008339558260816933
0,38.0,12.0,0,0,1,0,0.0,0.0,0.0,0.028903975316022686
0,37.0,13.0,0,0,1,0,0.0,0.0,0.0,0.03243194392235726
0,27.0,17.0,0,0,1,0,0.0,0.0,0.0,0.07969831816733593
0,51.0,12.0,0,0,1,0,0.0,0.0,0.0,0.010546228891280348
0,39.0,12.0,0,0,1,0,0.0,0.0,0.0,0.026767319107848547
0,55.0,14.0,0,0,1,0,0.0,0.0,0.0,0.008344710569087406
0,54.0,13.0,0,0,1,0,0.0,0.0,0.0,0.00867530656084529
0,54.0,13.0,0,0,1,0,0.0,0.0,0.0,0.00867530656084529
0,34.0,12.0,0,0,1,0,0.0,0.0,0.0,0.039223523003358025
0,50.0,14.0,0,0,1,0,0.0,0.0,0.0,0.012336601881340463
0,50.0,12.0,0,0,1,0,0.0,0.0,0.0,0.011403235111562621
0,21.0,14.0,0,1,0,0,0.0,71.612903,3657.3733,0.8212920253205155
0,26.0,12.0,0,0,1,0,0.0,71.612903,0.0,0.07009563026424559
0,21.0,13.0,0,0,0,0,0.0,692.85484,2659.9078,0.33502539619077437
0,23.0,16.0,0,0,1,0,0.0,1521.7742,0.0,0.07122353331635535
0,21.0,15.0,0,0,0,0,0.0,3222.5806,14777.266,0.21974582306044976
0,23.0,14.0,0,0,0,0,0.0,3401.6129,5319.8157,0.180680544940022
0,27.0,16.0,0,0,1,0,0.0,4833.871,0.0,0.022983048990938563
0,25.0,12.0,0,0,1,0,0.0,5729.0323,26599.078,0.018253587606139494
0,27.0,17.0,0,0,0,0,0.0,6087.0968,7388.6329,0.08239565692758058
0,55.0,12.0,0,0,1,0,0.0,6266.129,10344.086,0.0015083693050482027
0,20.0,12.0,0,0,1,0,0.0,7161.2903,0.0,0.018626625563806908
0,18.0,12.0,0,0,1,0,0.0,8056.4516,19210.445,0.01728722464691999
0,27.0,12.0,0,0,1,0,0.0,8235.4839,20688.172,0.008177949350028094
0,28.0,16.0,0,0,1,0,0.0,8951.6129,36943.164,0.007354623470514105
0,36.0,12.0,1,0,1,0,0.0,8951.6129,11821.813,0.029427836938822557
0,33.0,13.0,1,0,1,0,0.0,10741.935,20688.172,0.024432452954273275
0,36.0,12.0,0,0,1,0,0.0,10741.935,0.0,0.0020989856057238893
0,27.0,13.0,0,0,1,0,0.0,16112.903,29554.531,0.001093469337581767
0,45.0,17.0,0,0,1,0,0.0,16112.903,17732.719,0.00030958001612125554
0,45.0,17.0,0,0,1,0,0.0,16112.903,17732.719,0.00030958001612125554
0,45.0,17.0,0,0,1,0,0.0,16112.903,17732.719,0.00030958001612125554
0,31.0,12.0,0,0,1,0,0.0,17903.226,0.0,0.00048009165923832477
0,34.0,12.0,0,0,1,0,0.0,17903.226,63542.243,0.00037883188892157577
0,34.0,12.0,0,0,1,0,0.0,17903.226,63542.243,0.00037883188892157577
0,47.0,14.0,0,0,1,0,0.0,17903.226,22165.899,0.00014693702631416955
0,35.0,16.0,0,0,1,0,0.0,19693.548,17732.719,0.0002571084480395547
0,43.0,17.0,0,0,1,0,0.0,21161.613,29554.531,9.69097286360832e-05
0,25.0,12.0,1,0,1,0,0.0,21483.871,1220.6022,0.0027246185656961417
0,29.0,15.0,0,0,0,0,0.0,21483.871,22313.671,0.0012639159497045659
0,31.0,12.0,0,0,1,0,0.0,21483.871,20688.172,0.00018835983142765996
0,52.0,12.0,0,0,1,0,0.0,21483.871,22165.899,3.585941020470111e-05
0,22.0,16.0,0,0,0,0,0.0,22558.065,32509.985,0.0017259083312242906
0,53.0,15.0,0,0,1,0,0.0,24169.355,28076.805,1.8506446252727403e-05
0,29.0,17.0,0,0,1,0,0.0,25959.677,36898.833,8.356304165238948e-05
0,31.0,13.0,0,0,1,0,0.0,25959.677,39898.618,6.084911892322086e-05
0,35.0,12.0,0,0,1,0,0.0,26138.71,29554.531,4.0683860139656294e-05
0,29.0,16.0,0,0,1,0,0.0,26854.839,23643.625,6.355040848641251e-05
0,39.0,12.0,0,0,1,0,0.0,28645.161,31032.258,1.540566772577214e-05
0,37.0,14.0,0,0,1,0,0.0,32225.806,0.0,7.663257092175413e-06
0,30.0,14.0,0,0,1,0,0.0,32225.806,22165.899,1.3321753736792622e-05
0,43.0,17.0,0,0,1,0,0.0,42251.613,41376.344,3.9115098640012463e-07
0,32.0,17.0,0,0,1,0,0.0,46548.387,39898.618,3.033672098981529e-07
0,44.0,12.0,0,0,1,0,0.0,71612.903,81274.962,1.375940496343911e-10
0,32.0,16.0,0,0,1,0,577.98371,6910.6452,18609.011,0.0085719716387669
0,43.0,12.0,1,0,1,0,715.13238,1879.8387,5910.9063,0.09291541942855423
0,24.0,12.0,1,0,0,0,783.70672,0.0,10344.086,0.791420319666581
0,22.0,13.0,0,0,0,0,783.70672,0.0,2305.2535,0.33872296937924323
0,35.0,15.0,0,0,1,0,979.6334,537.09677,0.0,0.03212835463400561
0,26.0,15.0,0,0,0,0,979.6334,1879.8387,3250.9985,0.19496016055137183
0,29.0,17.0,0,0,1,0,979.6334,8951.6129,0.0,0.0063611125059965115
0,23.0,12.0,1,0,0,0,1077.5967,3222.5806,5910.9063,0.6313698644967504
0,19.0,12.0,0,0,1,0,1154.0081,8593.5484,26599.078,0.012300884401075629
0,48.0,16.0,0,0,1,0,1240.2159,1466.2742,1152.6267,0.009342398999754819
0,48.0,16.0,0,0,1,0,1240.2159,1466.2742,1152.6267,0.009342398999754819
0,22.0,12.0,1,0,1,0,1269.6049,0.0,0.0,0.45293518373058556
0,20.0,12.0,1,0,0,0,1367.5682,12532.258,2955.4531,0.15578256986429226
0,24.0,17.0,0,0,1,0,1371.4868,0.0,24825.806,0.08633859910661776
0,27.0,16.0,0,0,1,0,1469.4501,1253.2258,4363.7266,0.04860317919768444
0,21.0,14.0,0,0,0,0,1506.6762,2685.4839,11082.949,0.20898675929034607
0,53.0,13.0,0,0,1,0,1567.4134,3938.7097,4728.725,0.0028426368896112652
0,53.0,13.0,0,0,1,0,1567.4134,3938.7097,4728.725,0.0028426368896112652
0,53.0,16.0,0,0,1,0,1665.3768,0.0,2955.4531,0.008819450862371951
0,22.0,15.0,0,0,1,0,1763.3401,5370.9677,22165.899,0.023488880492615827
